Farm,Field,Crop,Activity Name,Date Due,Date & Time Started,Date & Time Completed,Active Ingredient,Cumulative Area (acre),Total Application Rate (gal/acre),Volume Rate (gal/acre),Harvested Weight (ton),Canal Level PSI,Flow Meter,Rain Meter,Sentek 1 Sensor Depth,Solar Radiation,Temp,Wind Direction
Merced College Farm,MC08,Pasture,Flood Irrigation - Well,3/1/2021,,,,9.7,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC08,Pasture,Flood Irrigation - Well,3/31/2021,,,Water,19.39,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC08,Pasture,Flood Irrigation - Well,3/31/2021,,,,19.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC08,Pasture,Soil Sampling,1/2/2021,,,,9.7,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Aluminium,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Boron,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Calcium,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Copper,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Iron,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Magnesium,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Manganese,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Nitrogen,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Phosphate,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Potash,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Sodium,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Sulfur,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,Zinc,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Compost Application,1/31/2021,,,,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Flood Irrigation - Well,2/1/2021,,,Water,10.76,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Flood Irrigation - Well,2/1/2021,,,,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Flood Irrigation - Well,3/1/2021,,,Water,10.76,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Flood Irrigation - Well,3/1/2021,,,,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Flood Irrigation - Well,3/31/2021,,,Water,21.53,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Flood Irrigation - Well,3/31/2021,,,,21.53,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC09,Pasture,Soil Sampling,1/2/2021,,,,10.76,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Baling,3/23/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Close Drains,1/10/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Close Drains,2/28/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Aluminium,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Boron,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Calcium,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Copper,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Iron,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Magnesium,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Manganese,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Nitrogen,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Phosphate,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Potash,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Sodium,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Sulfur,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,Zinc,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Compost Application,10/13/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Disc with Flat Roller,10/14/2021,,,,6.9,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Disc with Ring Roller,4/1/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Flood Irrigation - Well,10/30/2020,,,Water,6.9,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Flood Irrigation - Well,10/30/2020,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Flood Irrigation - Well,11/30/2020,,,Water,6.9,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Flood Irrigation - Well,11/30/2020,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Flood Irrigation - Well,1/16/2021,,,Water,6.9,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Flood Irrigation - Well,1/16/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Flood Irrigation - Well,2/18/2021,,,Water,6.9,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Flood Irrigation - Well,2/18/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Fungicide Application,1/13/2021,,,Chlorothalonil,6.9,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Fungicide Application,1/13/2021,,,,6.9,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Harrow Bed,3/28/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Make Flood Irrigation Checks,10/16/2020,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Open Drains,10/18/2020,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Open Drains,1/14/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Planting - Drill - Oats,10/15/2020,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Raking,3/21/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Soil Sampling,10/12/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC10,Oats - spring,Swathing,3/20/2021,,,,6.9,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Baling,3/23/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Close Drains,1/10/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Close Drains,2/28/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Aluminium,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Boron,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Calcium,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Copper,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Iron,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Magnesium,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Manganese,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Nitrogen,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Phosphate,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Potash,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Sodium,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Sulfur,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,Zinc,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Compost Application,10/13/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Disc with Flat Roller,10/14/2021,,,,11.51,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Disc with Ring Roller,4/1/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Flood Irrigation - Well,10/30/2020,,,Water,11.51,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Flood Irrigation - Well,10/30/2020,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Flood Irrigation - Well,11/30/2020,,,Water,11.51,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Flood Irrigation - Well,11/30/2020,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Flood Irrigation - Well,1/16/2021,,,Water,11.51,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Flood Irrigation - Well,1/16/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Flood Irrigation - Well,2/18/2021,,,Water,11.51,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Flood Irrigation - Well,2/18/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Fungicide Application,1/13/2021,,,Chlorothalonil,11.51,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Fungicide Application,1/13/2021,,,,11.51,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Harrow Bed,3/28/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Make Flood Irrigation Checks,10/16/2020,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Open Drains,10/18/2020,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Open Drains,1/14/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Planting - Drill - Oats,10/15/2020,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Raking,3/21/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Soil Sampling,10/12/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC11,Oats - spring,Swathing,3/20/2021,,,,11.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Baling,3/23/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Close Drains,1/10/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Close Drains,2/28/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Aluminium,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Boron,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Calcium,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Copper,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Iron,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Magnesium,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Manganese,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Nitrogen,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Phosphate,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Potash,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Sodium,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Sulfur,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,Zinc,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Compost Application,10/13/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Disc with Flat Roller,10/14/2021,,,,2.39,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Disc with Ring Roller,4/1/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Flood Irrigation - Well,10/30/2020,,,Water,2.39,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Flood Irrigation - Well,10/30/2020,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Flood Irrigation - Well,11/30/2020,,,Water,2.39,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Flood Irrigation - Well,11/30/2020,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Flood Irrigation - Well,1/16/2021,,,Water,2.39,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Flood Irrigation - Well,1/16/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Flood Irrigation - Well,2/18/2021,,,Water,2.39,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Flood Irrigation - Well,2/18/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Fungicide Application,1/13/2021,,,Chlorothalonil,2.39,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Fungicide Application,1/13/2021,,,,2.39,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Harrow Bed,3/28/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Make Flood Irrigation Checks,10/16/2020,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Open Drains,10/18/2020,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Open Drains,1/14/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Planting - Drill - Oats,10/15/2020,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Raking,3/21/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Soil Sampling,10/12/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC12,Oats - spring,Swathing,3/20/2021,,,,2.39,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Baling,3/23/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Close Drains,1/10/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Close Drains,2/28/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Aluminium,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Boron,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Calcium,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Copper,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Iron,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Magnesium,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Manganese,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Nitrogen,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Phosphate,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Potash,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Sodium,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Sulfur,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,Zinc,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Compost Application,10/13/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Disc with Flat Roller,10/14/2021,,,,3.15,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Disc with Ring Roller,4/1/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Flood Irrigation - Well,10/30/2020,,,Water,3.15,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Flood Irrigation - Well,10/30/2020,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Flood Irrigation - Well,11/30/2020,,,Water,3.15,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Flood Irrigation - Well,11/30/2020,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Flood Irrigation - Well,1/16/2021,,,Water,3.15,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Flood Irrigation - Well,1/16/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Flood Irrigation - Well,2/18/2021,,,Water,3.15,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Flood Irrigation - Well,2/18/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Fungicide Application,1/13/2021,,,Chlorothalonil,3.15,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Fungicide Application,1/13/2021,,,,3.15,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Harrow Bed,3/28/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Make Flood Irrigation Checks,10/16/2020,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Open Drains,10/18/2020,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Open Drains,1/14/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Planting - Drill - Oats,10/15/2020,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Raking,3/21/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Soil Sampling,10/12/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC13,Oats - spring,Swathing,3/20/2021,,,,3.15,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Baling,3/23/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Close Drains,1/10/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Close Drains,2/28/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Aluminium,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Boron,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Calcium,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Copper,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Iron,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Magnesium,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Manganese,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Nitrogen,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Phosphate,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Potash,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Sodium,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Sulfur,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,Zinc,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Compost Application,10/13/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Disc with Flat Roller,10/14/2021,,,,4.22,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Disc with Ring Roller,4/1/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Flood Irrigation - Well,10/30/2020,,,Water,4.22,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Flood Irrigation - Well,10/30/2020,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Flood Irrigation - Well,11/30/2020,,,Water,4.22,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Flood Irrigation - Well,11/30/2020,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Flood Irrigation - Well,1/16/2021,,,Water,4.22,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Flood Irrigation - Well,1/16/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Flood Irrigation - Well,2/18/2021,,,Water,4.22,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Flood Irrigation - Well,2/18/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Fungicide Application,1/13/2021,,,Chlorothalonil,4.22,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Fungicide Application,1/13/2021,,,,4.22,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Harrow Bed,3/28/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Make Flood Irrigation Checks,10/16/2020,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Open Drains,10/18/2020,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Open Drains,1/14/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Planting - Drill - Oats,10/15/2020,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Raking,3/21/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Soil Sampling,10/12/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC14,Oats - spring,Swathing,3/20/2021,,,,4.22,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Baling,3/23/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Close Drains,1/10/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Close Drains,2/28/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Aluminium,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Boron,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Calcium,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Copper,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Iron,6.68,100,0,0,0,0,0,0,0,0,0
